GOterm,term,Pvalue,NoGOsize,cluster,entrez
585,GO:1902850,microtubule cytoskeleton organization involved in mitosis,3.99e-05,13;50,C_2_GSE62232,332;7175;5347;3796;3832;4751;9493;9212;22974;10460;24137;29127;7756
586,GO:0051347,positive regulation of transferase activity,4.46e-05,71;610,C_2_GSE62232,3656;4085;3326;8682;5710;3150;894;6464;3654;1857;5585;5347;2065;5580;27338;991;65125;11065;2185;983;2146;578;701;990;5984;1164;1020;7186;4751;5576;5871;8851;1062;2258;51196;5154;7349;6997;9928;5294;4931;581;100133941;9212;5058;22974;6788;9175;57214;6714;5985;25778;891;4214;1616;1736;79075;55704;50507;1894;64127;9966;81669;5683;958;57521;5208;128239;7329;9852;23531
587,GO:0051988,regulation of attachment of spindle microtubules to kinetochore,4.79e-05,6;11,C_2_GSE62232,10615;324;4751;891;1894;29127
588,GO:2001251,negative regulation of chromosome organization,5.00e-05,14;58,C_2_GSE62232,4085;7175;3183;5347;324;701;10403;7272;1063;699;6714;891;3192;7756
589,GO:0000083,regulation of transcription involved in G1/S transition of mitotic cell cycle,5.36e-05,9;26,C_2_GSE62232,7298;5111;6241;983;990;1869;81620;898;144455
590,GO:0071900,regulation of protein serine/threonine kinase activity,5.65e-05,56;453,C_2_GSE62232,3656;1033;993;3326;8682;894;6464;3654;3315;1857;23636;5585;5347;5580;65125;2185;983;2146;890;324;990;1031;1164;7186;5576;5871;8851;9134;51196;995;5154;641;6997;5294;1029;100133941;2629;2810;5058;6788;9175;4763;57214;6714;4214;1616;50507;64127;9966;81669;958;57521;150290;56647;128239;1030
591,GO:0043085,positive regulation of catalytic activity,6.14e-05,146;1485,C_2_GSE62232,3656;4085;55785;10055;9266;23380;3326;89839;6742;9901;253959;5476;2934;8682;6281;5710;3150;894;5111;6464;3654;3655;1857;5585;5347;2065;2764;5580;27338;991;65125;11065;2185;983;2146;26229;578;701;990;5984;1164;1020;7186;5877;9824;4751;5576;5871;8851;3673;1062;2258;51196;5154;6364;7349;7168;6997;2774;9928;5294;27;5371;4931;7204;581;100133941;375;3148;7070;30851;4436;9212;5058;2760;835;6362;22974;373;6788;9175;4763;23236;6305;10486;10156;57214;6091;6714;27342;23094;5985;5786;3267;25778;891;4214;1616;1736;3192;4650;3257;50650;54662;79075;9462;55704;50507;1894;64127;9966;81669;84079;5683;29127;125058;958;55635;51726;51256;50807;57181;29128;57521;1122;5208;55789;389337;5924;6904;128239;54431;4301;130872;116988;163590;285590;57221;84464;7329;64857;146923;9852;23385;2932;23531
592,GO:0051383,kinetochore organization,6.56e-05,7;16,C_2_GSE62232,10051;10592;1058;1062;1063;387103;64946
593,GO:0071459,protein localization to chromosome; centromeric region,6.56e-05,7;16,C_2_GSE62232,57082;983;701;1058;9212;55166;54908
594,GO:0071158,positive regulation of cell cycle arrest,6.61e-05,17;82,C_2_GSE62232,5111;983;6790;51512;1869;8851;995;5371;581;2810;835;2191;4193;6659;891;1820;144455
595,GO:0046825,regulation of protein export from nucleus,7.56e-05,10;33,C_2_GSE62232,7175;1020;51512;580;2810;4193;6659;57510;5784;2932
596,GO:0031109,microtubule polymerization or depolymerization,8.86e-05,16;76,C_2_GSE62232,3925;7283;10300;324;4137;24139;2258;11004;220134;26586;81930;146909;51199;221150;7756;6904
597,GO:0007127,meiosis I,9.06e-05,18;92,C_2_GSE62232,192670;7153;5347;9232;9319;10609;6790;1164;79703;5888;675;26255;4436;4439;84057;84464;50511;2177
598,GO:0045931,positive regulation of mitotic cell cycle,9.12e-05,21;117,C_2_GSE62232,4085;7175;894;11065;983;9787;990;6790;10403;8317;675;4193;23236;891;23326;51203;113130;286053;134353;55719;5962
599,GO:0000022,mitotic spindle elongation,9.19e-05,5;8,C_2_GSE62232,9493;9212;9055;24137;29127
600,GO:0006302,double-strand break repair,9.48e-05,29;189,C_2_GSE62232,2305;9319;10635;8317;2237;5888;580;1111;641;5371;8365;675;5591;7468;4436;5893;84296;51588;23503;55010;51659;63979;84057;84515;113130;286257;286053;84464;55719
601,GO:0044839,cell cycle G2/M phase transition,1.15e-04,29;191,C_2_GSE62232,9793;993;7283;5347;2305;9133;983;890;6790;51512;8317;4751;9833;10733;995;1111;641;9928;3161;1063;22974;23236;55215;9814;891;22994;22995;55755;1030
602,GO:1901880,negative regulation of protein depolymerization,1.16e-04,13;55,C_2_GSE62232,11078;85477;2934;822;10300;324;2258;23075;253725;5756;26586;29767;5962
603,GO:0071156,regulation of cell cycle arrest,1.17e-04,19;102,C_2_GSE62232,5111;2305;983;6790;1020;51512;1869;8851;995;5371;581;2810;835;2191;4193;6659;891;1820;144455
604,GO:0000086,G2/M transition of mitotic cell cycle,1.19e-04,28;182,C_2_GSE62232,9793;993;7283;5347;2305;9133;983;890;6790;8317;4751;9833;10733;995;1111;641;9928;3161;1063;22974;23236;55215;9814;891;22994;22995;55755;1030
605,GO:0046602,regulation of mitotic centrosome separation,1.29e-04,4;5,C_2_GSE62232,3832;4751;1111;64793
606,GO:0090307,mitotic spindle assembly,1.47e-04,12;49,C_2_GSE62232,332;7175;5347;3796;3832;4751;9493;9212;22974;24137;29127;7756
607,GO:0006468,protein phosphorylation,1.50e-04,168;1782,C_2_GSE62232,3656;1033;993;332;5911;7175;3326;9448;8569;4750;4077;8682;5710;894;4831;6464;3654;302;3315;1857;23636;5585;9961;3985;5347;2065;2764;5580;2305;10922;790;2870;65125;2185;983;2146;890;5469;324;22876;578;701;990;6790;1031;1164;157;1020;3984;25807;7186;8317;3627;4751;7060;7272;9833;5576;10733;5871;8851;5888;9134;1062;2258;51196;995;1111;5154;6364;641;7349;6690;5616;6997;23604;9928;5294;27;5371;5163;1029;8573;7204;581;100133941;5591;10211;7070;3609;2629;2810;9212;5058;699;6362;22974;8829;8718;2651;6788;9175;4763;3077;5914;23236;10156;57214;57007;6714;27342;898;5786;5756;29937;7293;25778;891;4214;57538;8476;1616;6773;64780;64754;9462;55872;55704;50507;1894;64127;57506;9966;56288;81669;83483;2966;57787;5683;2122;90956;958;10000;81610;57521;1523;29941;135228;150290;64793;5563;56647;5924;6793;30837;128239;54431;85358;53944;79155;30844;23097;64324;1030;4087;2932;23678;23531
608,GO:0034501,protein localization to kinetochore,1.57e-04,6;13,C_2_GSE62232,57082;983;701;9212;55166;54908
609,GO:0006275,regulation of DNA replication,1.62e-04,20;113,C_2_GSE62232,5111;6464;10919;983;990;5984;8317;5154;641;7349;675;81620;5985;23244;51053;79075;55704;79733;56897;144455
610,GO:0045859,regulation of protein kinase activity,1.63e-04,76;692,C_2_GSE62232,3656;1033;993;3326;8682;894;6464;3654;3315;1857;23636;5585;9961;5347;2065;2764;5580;65125;2185;983;2146;890;324;578;990;1031;1164;1020;7186;3627;5576;5871;8851;9134;1062;2258;51196;995;5154;641;7349;6997;9928;5294;1029;581;100133941;7070;2629;2810;5058;22974;6788;9175;4763;57214;6714;898;4214;1616;64754;55704;50507;1894;64127;9966;81669;958;57521;150290;64793;56647;30837;128239;1030;23531
611,GO:0044763,single-organism cellular process,1.67e-04,841;10890,C_2_GSE62232,11078;85477;3664;10228;54443;5439;57082;79925;11060;162394;245972;148789;3656;285527;91687;25796;124583;261726;7083;84902;4000;7298;148229;54919;9946;4085;5558;10257;9870;9926;55785;57381;9677;9793;25800;23157;64393;10055;1033;993;10092;23241;332;9266;54856;10627;636;23380;5635;5911;7175;30833;2182;3326;1495;5230;5175;91875;112770;9448;8996;89839;23177;23355;25939;8569;5828;80317;6742;23080;9901;4750;7030;23512;253959;127602;6696;4077;3183;5286;192670;2342;4478;10397;5792;6746;5476;2934;3915;3925;8682;8404;6319;2058;3015;6281;5710;6745;23022;7203;8407;894;226;6599;47;5111;5510;5315;6856;7296;4831;2224;7153;9898;1728;6464;5834;4172;4830;5420;2195;3654;302;8733;3655;10051;4082;9231;1786;7283;4174;9918;79888;3315;822;9019;6241;1857;6192;4175;10095;4171;7450;23636;5585;9961;3910;3703;5347;2539;10558;10277;10919;2171;4905;1278;2065;3054;9768;2764;5580;2305;5440;7873;10922;9133;790;2634;8625;901;27338;6507;5279;2870;991;528;65125;11065;4017;3796;2185;7159;10615;9869;2744;10300;8898;983;7088;4854;1841;8604;2146;10947;890;51430;26229;4358;1306;5469;324;4023;9232;9820;2189;9057;22876;55558;1871;578;7764;3149;701;9787;644;54475;4320;4137;771;990;10036;6901;11015;5984;11130;9319;6424;4199;10609;7169;6790;607;1031;10403;8936;1164;157;10592;1020;977;51512;10626;7188;3984;24139;25807;7186;3832;5082;5877;5287;9824;8317;3627;2564;4321;6781;9156;4751;9493;9829;1012;4521;8208;7060;4602;7272;9833;899;5883;5576;10733;23192;79703;5871;5798;1869;1058;3691;8851;8653;5888;3673;9134;1062;5557;535;1836;2258;51196;9546;995;5723;9392;5157;1690;29899;6491;6819;580;874;1111;29901;5154;6364;3269;25809;27077;10499;641;1837;2550;3782;5865;10669;7053;7349;3159;9837;7168;311;6690;4277;6997;9735;23604;2774;9928;5294;27;2583;10154;55320;5371;4939;57016;8287;9582;6498;5163;7504;8284;8535;2277;26013;2281;1029;3161;55568;8544;55898;2491;8573;10130;22829;871;120227;1063;57326;26091;81931;7204;8365;10254;675;11082;581;26255;100133941;1192;824;5591;7086;334;8943;10211;375;6597;3148;3308;7070;821;4758;3958;3992;4192;7468;2629;9139;30851;8644;2719;2810;2063;11311;23759;23075;861;6560;11004;4436;9212;25936;947;23212;4345;6509;5058;699;54535;2760;8605;7262;835;81620;6016;57405;23657;6362;2191;6183;3620;4891;22974;1944;7404;4439;8829;3140;4240;9540;55109;54499;8718;4162;373;2651;253725;6788;9175;4763;6373;2896;3077;5914;4193;23236;23215;1284;1282;4288;10079;9289;4249;23433;4173;204;3934;80308;10486;23246;10156;51588;116372;56950;57214;23397;57007;55215;23503;169611;6091;53405;6714;6843;9814;23314;4862;27342;898;11339;23094;6659;3916;5985;5786;221981;4603;3267;23244;5756;29937;51668;8620;1200;7293;4926;586;3013;10207;10923;2825;25778;891;22994;27324;4214;23279;9736;8334;10725;3073;8541;8476;22995;1616;3679;23250;3192;5782;965;23326;8751;6773;57446;4650;3257;220134;10652;9055;51203;8086;56882;54982;26586;56886;10460;51053;24137;55204;64780;29777;65985;50650;55165;51514;54662;318;10417;64151;23753;56667;55355;79019;10112;55151;29028;64754;2275;23462;79682;81831;65263;79075;9462;23594;22859;55872;51285;55166;11132;55704;54496;79801;79980;55839;54345;54892;50515;54821;55733;79805;50507;1894;53916;26298;51621;259266;79733;23630;79000;64127;3070;29967;27190;57506;54852;64641;80201;55179;55388;55755;55766;476;9966;80222;81930;81890;56288;81669;83461;55143;51659;84079;58528;83483;2966;51176;57787;65010;5683;83937;54908;85377;376267;2122;25861;7289;79726;146909;29127;125058;10938;958;79791;29927;51520;55740;140459;10762;1788;63979;64105;28982;55635;51726;57510;81603;64094;55342;55632;84219;83540;51256;91574;11022;7546;84057;84056;56126;5150;28989;10000;51199;84515;84376;55897;84440;84314;29789;81502;113130;50807;92799;29920;150465;124540;57181;25902;4133;29128;115908;81610;57521;27161;83695;57674;1523;79172;286077;29767;54332;29941;5205;10189;55529;1122;8463;85315;116028;29091;84733;286053;135228;157313;5208;8038;134353;387103;55789;150290;221150;27253;154141;7976;199953;79885;90529;389337;286827;64793;11128;5563;56647;286128;1820;144455;113115;5924;7756;55771;220042;55857;92558;6793;5210;124446;340719;10052;10505;30837;11123;81611;81839;6904;55252;128239;23545;85455;54431;79191;286530;85358;4301;89765;151246;10521;2762;387914;257019;123264;10093;26140;51000;160428;116988;163590;64946;285590;90639;127281;57221;55605;57464;25851;53944;84464;79155;57728;170959;85445;84215;1663;7329;55746;29121;11198;64857;11112;221662;286826;146923;23097;2941;27086;147841;55719;283431;5814;8087;151888;9117;8353;1030;9852;6334;200205;286151;23385;80349;64801;90196;56957;56852;3762;4087;134549;833;9528;50511;63874;5467;166378;10902;2932;129563;2177;4043;9617;23678;440829;989;23531;157922;5962;79363;8861;6405;11178;64748;6772
612,GO:0032392,DNA geometric change,1.68e-04,16;80,C_2_GSE62232,7153;4172;4174;4175;4171;3149;5888;641;3159;9837;3148;84296;4173;51659;2966;1663
613,GO:0030330,DNA damage response; signal transduction by p53 class mediator,1.74e-04,19;105,C_2_GSE62232,10397;5111;2305;983;6790;51512;1869;995;5371;675;581;2810;835;4193;56950;6659;891;1820;144455
614,GO:0007050,cell cycle arrest,1.86e-04,33;235,C_2_GSE62232,3664;1033;5111;2305;983;324;6790;1031;1020;51512;1869;8851;995;580;10669;5371;6498;1029;581;2810;4436;835;2191;4193;6659;891;58528;57521;5563;1820;144455;220042;1030
615,GO:0071897,DNA biosynthetic process,1.90e-04,28;187,C_2_GSE62232,7083;7298;3183;7203;5111;9768;2185;5984;10635;9156;4751;5888;580;641;1063;4931;675;9212;6714;5985;1736;3192;51514;79075;50507;116028;56897;286826
616,GO:0007100,mitotic centrosome separation,1.94e-04,5;9,C_2_GSE62232,6790;3832;4751;1111;64793
617,GO:0051231,spindle elongation,1.94e-04,5;9,C_2_GSE62232,9493;9212;9055;24137;29127
618,GO:0043242,negative regulation of protein complex disassembly,2.06e-04,13;58,C_2_GSE62232,11078;85477;2934;822;10300;324;2258;23075;253725;5756;26586;29767;5962
619,GO:0018205,peptidyl-lysine modification,2.08e-04,48;390,C_2_GSE62232,10055;332;7175;3183;5111;7153;1786;23636;10919;3054;9869;2146;10626;4602;1111;10499;641;5371;8535;675;7468;9212;5893;4193;51588;56950;6659;23279;23326;8086;64754;57332;55143;51176;2122;10762;55677;84733;286053;26147;23338;7329;55746;64324;151194;80349;10902;8861
620,GO:0044093,positive regulation of molecular function,2.10e-04,165;1757,C_2_GSE62232,3656;4085;55785;10055;9266;23380;3326;89839;6742;9901;253959;5476;2934;8682;6281;5710;3150;894;5111;6464;4830;3654;302;3655;1857;5585;5347;2065;2764;5580;27338;991;65125;11065;2185;983;2146;26229;5469;578;701;990;5984;1164;1020;7188;7186;5877;9824;4751;5576;5871;8851;3673;1062;2258;51196;5154;6364;10499;7349;7168;6997;2774;9928;5294;27;5371;4931;7204;581;100133941;10211;375;6597;3148;7070;30851;4436;9212;5058;2760;835;6362;22974;8829;373;6788;9175;4763;3077;5914;23236;6305;10486;10156;57214;6091;6714;27342;23094;5985;5786;3267;25778;891;4214;1616;1736;3192;4650;3257;50650;54662;64320;79075;9462;55704;50507;1894;64127;57506;64641;9966;81669;84079;5683;29127;125058;958;55635;51726;81603;51256;7546;113130;50807;57181;29128;115908;57521;1122;5208;55789;389337;5924;6904;128239;54431;85358;4301;130872;116988;163590;285590;57221;84464;7329;64857;146923;9852;23385;2932;23678;23531
621,GO:0007080,mitotic metaphase plate congression,2.18e-04,10;37,C_2_GSE62232,10403;1062;9928;11004;23212;891;81930;55143;54908;113130
622,GO:0000725,recombinational repair,2.20e-04,17;90,C_2_GSE62232,10635;8317;2237;5888;1111;641;675;5893;84296;23503;55010;51659;63979;84515;83695;286053;84464
623,GO:0007077,mitotic nuclear envelope disassembly,2.27e-04,11;44,C_2_GSE62232,4000;7175;23636;5347;9133;983;891;23279;8086;10762;55746
624,GO:0042770,signal transduction in response to DNA damage,3.32e-04,20;119,C_2_GSE62232,10397;5111;2305;983;6790;51512;1869;995;5371;675;581;5591;2810;835;4193;56950;6659;891;1820;144455
625,GO:0051299,centrosome separation,3.66e-04,5;10,C_2_GSE62232,6790;3832;4751;1111;64793
626,GO:0043549,regulation of kinase activity,3.69e-04,79;745,C_2_GSE62232,3656;1033;993;3326;8682;894;6464;3654;3315;1857;23636;5585;9961;5347;2065;2764;5580;65125;2185;983;2146;890;324;578;990;1031;1164;1020;7186;3627;5576;5871;8851;9134;1062;2258;51196;995;5154;641;7349;6997;9928;5294;1029;581;100133941;7070;2629;2810;5058;22974;6788;9175;4763;57214;6714;898;25778;4214;1616;64754;55704;50507;1894;64127;9966;81669;958;57521;5208;150290;64793;56647;30837;128239;1030;23531;8861
627,GO:0030951,establishment or maintenance of microtubule cytoskeleton polarity,3.79e-04,3;3,C_2_GSE62232,4000;9793;11004
628,GO:0048597,post-embryonic camera-type eye morphogenesis,3.79e-04,3;3,C_2_GSE62232,3150;578;581
629,GO:1902174,positive regulation of keratinocyte apoptotic process,3.79e-04,3;3,C_2_GSE62232,2934;6424;51588
630,GO:0006464,cellular protein modification process,3.83e-04,308;3603,C_2_GSE62232,11078;11060;148789;3656;261726;4085;84864;9870;57654;55593;10055;1033;993;332;5911;7175;3326;9448;51317;8569;4750;23512;4077;3183;254042;2342;5792;8682;5710;894;5111;5510;4831;7153;6464;3654;302;8733;1786;3315;1857;23636;5585;9961;3985;3703;5347;2539;10277;10919;2065;3054;2764;5580;2305;10922;790;8974;27338;5279;2870;991;65125;11065;4017;2185;9869;8898;983;2146;890;26229;5469;324;9232;9820;22876;578;701;9787;990;9781;6790;1031;1164;157;1020;10626;7188;3984;25807;7186;8317;3627;4751;9829;7060;4602;7272;9833;899;5576;10733;23192;5871;8851;5888;9134;1062;2258;51196;995;580;1111;5154;6364;25809;10499;641;5865;7053;7349;6690;5616;6997;23604;9928;5294;27;2583;5371;4939;8287;5163;8284;8535;2281;1029;55568;8573;26091;7204;675;581;100133941;5591;10211;7070;3609;7468;2629;2810;23759;23075;9212;5058;699;6362;22974;7404;8829;5893;8718;373;2651;6788;9175;4763;3077;5914;4193;23236;4249;6305;10156;51588;56950;57214;57007;55215;23508;1762;6714;27342;898;151230;6659;5786;5756;29937;7293;25778;891;4214;57538;23279;9736;8476;1616;5782;23326;6773;8086;56886;64780;51514;23753;56667;64754;64320;79075;9462;51303;55872;55704;54496;55733;57332;50507;1894;64127;57506;64718;9966;56288;81669;83461;55143;83483;2966;51176;57787;5683;90379;2122;90956;958;79791;51645;140459;10762;81603;29089;55632;51256;84708;28989;10000;92912;55677;150465;57181;29128;81610;57521;114907;57674;1523;29941;1122;84733;286053;135228;157313;57168;150290;26147;79885;64793;5563;56647;54876;5924;6793;30837;128239;54431;85358;123264;26140;53944;79155;23338;340351;7329;55746;30844;51088;23097;64324;151194;113730;1030;286151;80349;56957;56852;4087;55917;9528;122769;10902;5784;2932;23678;25862;23531;8861
631,GO:0036211,protein modification process,3.83e-04,308;3603,C_2_GSE62232,11078;11060;148789;3656;261726;4085;84864;9870;57654;55593;10055;1033;993;332;5911;7175;3326;9448;51317;8569;4750;23512;4077;3183;254042;2342;5792;8682;5710;894;5111;5510;4831;7153;6464;3654;302;8733;1786;3315;1857;23636;5585;9961;3985;3703;5347;2539;10277;10919;2065;3054;2764;5580;2305;10922;790;8974;27338;5279;2870;991;65125;11065;4017;2185;9869;8898;983;2146;890;26229;5469;324;9232;9820;22876;578;701;9787;990;9781;6790;1031;1164;157;1020;10626;7188;3984;25807;7186;8317;3627;4751;9829;7060;4602;7272;9833;899;5576;10733;23192;5871;8851;5888;9134;1062;2258;51196;995;580;1111;5154;6364;25809;10499;641;5865;7053;7349;6690;5616;6997;23604;9928;5294;27;2583;5371;4939;8287;5163;8284;8535;2281;1029;55568;8573;26091;7204;675;581;100133941;5591;10211;7070;3609;7468;2629;2810;23759;23075;9212;5058;699;6362;22974;7404;8829;5893;8718;373;2651;6788;9175;4763;3077;5914;4193;23236;4249;6305;10156;51588;56950;57214;57007;55215;23508;1762;6714;27342;898;151230;6659;5786;5756;29937;7293;25778;891;4214;57538;23279;9736;8476;1616;5782;23326;6773;8086;56886;64780;51514;23753;56667;64754;64320;79075;9462;51303;55872;55704;54496;55733;57332;50507;1894;64127;57506;64718;9966;56288;81669;83461;55143;83483;2966;51176;57787;5683;90379;2122;90956;958;79791;51645;140459;10762;81603;29089;55632;51256;84708;28989;10000;92912;55677;150465;57181;29128;81610;57521;114907;57674;1523;29941;1122;84733;286053;135228;157313;57168;150290;26147;79885;64793;5563;56647;54876;5924;6793;30837;128239;54431;85358;123264;26140;53944;79155;23338;340351;7329;55746;30844;51088;23097;64324;151194;113730;1030;286151;80349;56957;56852;4087;55917;9528;122769;10902;5784;2932;23678;25862;23531;8861
632,GO:0008283,cell proliferation,3.99e-04,171;1855,C_2_GSE62232,85477;3664;4000;7298;10257;1033;993;332;1495;5828;23512;2342;10397;3915;6745;3150;894;5111;7296;4831;6464;4830;3654;302;9231;1786;23636;5585;5347;2065;5580;2305;991;4017;2185;983;4854;1841;2146;890;5469;324;1871;578;701;9787;990;6424;1031;1164;1020;977;8317;3627;4321;6781;1012;7060;7272;9833;5798;1869;8851;3673;2258;51196;995;6491;1111;5154;10669;3159;9837;7168;6997;9928;5294;27;5371;5163;2277;2281;1029;8573;1063;675;11082;581;100133941;5591;3148;3958;30851;8644;2719;2810;861;11004;9212;947;5058;699;2191;3620;22974;8829;55109;8718;2651;6788;4763;6373;5914;84296;4193;4288;9289;23246;56950;6091;6714;6659;7293;586;891;22994;8334;1736;9055;10460;55704;79801;54345;54892;50515;79805;57332;50507;26298;51621;259266;79733;64127;3070;55388;51176;2122;29127;958;63979;6941;84376;57181;29128;115908;81610;57521;135228;7976;144455;128239;27086;5814;1030;23385;4087;5467;5784;129563;23678;6772
